MANUFACTURER_NAME	MFG_CODE	PART_NUMBER	PRICE	MSRP	MAP_PRICE	SERIALIZED	TANGIBLE	WEIGHT	COUNTRY_OF_ORIGIN	PRODUCT_DESCRIPTION	CATEGORY	IN_STOCK	LOC_01	LOC_02	LOC_03	LOC_04	LOC_05	LOC_06	LOC_07	LOC_08	LOC_09	LOC_10	ORG
TRIPP-LITE	TRP	N262-007-AQ	7.89	23.65		N	Y	1	CN	EATON, CAT6A 10G-CERTIFIED SNAGLESS SHIELDED STP ETHERNET CABLE (RJ45 M/M), POE, AQUA, 7FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N262-010-AQ	11.11	33.30		N	Y	1	CN	EATON, CAT6A 10G-CERTIFIED SNAGLESS SHIELDED STP ETHERNET CABLE (RJ45 M/M), POE, AQUA, 10FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N262-012-AQ	13.73	41.16		N	Y	1	CN	EATON, CAT6A 10G-CERTIFIED SNAGLESS SHIELDED STP ETHERNET CABLE (RJ45 M/M), POE, AQUA, 12FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N262-015-AQ	15.47	46.38		N	Y	1	CN	EATON, CAT6A 10G-CERTIFIED SNAGLESS SHIELDED STP ETHERNET CABLE (RJ45 M/M), POE, AQUA, 15FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	P569-016	10.93	33.97		N	Y	1	CN	EATON, HIGH SPEED HDMI CABLE WITH ETHERNET, UHD 4K, DIGITAL VIDEO WITH AUDIO (M/M), 16FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	P582-015	24.05	74.73		N	Y	0.5	TW	EATON, DISPLAYPORT TO HDMI CABLE ADAPTER (M/M), 15FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
PANASONIC	PAN	FZ-HHSOTIPPMM	2.16	3.00		N	N	1	JP	PANASONIC US,WARRANTY,EDGE,SOTI MOBICONTROL MAINTENANCE,PERPETUAL/PREMISE,MONTHLY,MCP-MNT (PER DEVICE PER MONTH) ,NCNR	PAN.SERVICES.WARRANTIES..	0	0	0									121
SYSTEM	BSP	BS-DIBM25C10/BEIGE	6.49	12.98		N	Y	0.7	CN	BSP, CENTRONICS PARALLEL PRINTER CABLE, 10 FT., BEIGE	BSP.HARDWARE.CABLES.THIRD PARTY CABLES.	0	0	0									121
CABLES TO GO	CTG	CTG-40633	2.64	4.99		N	Y	1	TW	C2G, 3.5MM MONO MALE TO RCA FEMALE AUDIO ADAPTER (TAA COMPLIANT)	CTG.HARDWARE.CTG CABLES..	0	0	0									121
HONEYWELL	HWA	CT40-NB-UVB-1	619.96	1002.36	1002.3	Y	Y	5	CN	HONEYWELL, ACCESSORY, 4 BAY ETHERNET UNIV DOCK FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47. FOR RECHARGING UP TO 4 COMPUTERS.KIT INCLUDES DOCK,POWER SUPPLY,BOOTED CUP & PWR CORD.	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-CB-UVB-0	404.45	653.92	653.92	Y	Y	4.5	CN	HONEYWELL, ACCESSORY,4 BAY CHARGE ONLY UNIVERSAL DOCK FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47.FOR RECHARGING UP TO 4 COMPUTERS.KIT INC DOCK,PWR SUPPLY & BOOTED CUPS(MUST ORDER PC 130063 SEPARATE)	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	99	99	0									121
HONEYWELL	HWA	CT40-DB-UVB-0	404.14	653.42	653.42	N	Y	2.3	CN	HONEYWELL,ACCESSORY,DISPLAY DOCK FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47.FOR CONNECTION W/AN EXT DISPLAY&EXTENDS I/O FOR HDMI,ETHERNET COMM&3 USB PORTS.KIT INC DISPLAY BASE,PS&BOOTED CUP(MUST ORDER PC	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-DB-UVB-1	402.91	651.43	651.43	N	Y	2.67	CN	HONEYWELL,ACCESSORY,DISPLAY DOCK FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47. FOR CONNECTION W/AN EXTERNAL DISPLAY&EXTENDS I/O FOR HDMI,ETHERNET COMM&3 USB PORTS.KIT INC DISPLAY BASE,PWR SUPPLY,BOOTED CUP	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-EB-UVB-0	318.39	514.78	514.78	N	Y	1.99	CN	HONEYWELL,ACCESSORY,1 BAY UNIV DOCK ETHERNET HOMEBASE FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47.KIT INC HOMEBASE,PS,&BOOTED CUP(ORDER PC 130063 SEPARATE)FOR RECHARGING COMP W/BOOT(CT40-PB-00/CT40-PB-XP/	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-EB-UVB-1	319.93	517.27	517.27	Y	Y	2.42	CN	HONEYWELL,ACCESSORY,1 BAY UNIV DOCK ETHERNET HOMEBASE FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47.KIT INC HOMEBASE,PWR SUPPLY,BOOTED CUP,& US PWR CORD.FOR RECHARGING COMPUTER W/BOOT(CT40-PB-00/CT40-PB-XP/	HWA.HARDWARE.ACCESSORIES.OTHER.	0	0	0									121
HONEYWELL	HWA	CT40-HB-UVB-0	230.45	372.59	372.59	Y	Y	2	CN	HONEYWELL,ACCESSORY,1 BAY DOCK HOMEBASE FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47.KIT INC HOMEBASE,BOOTED CUP&PS(MUST ORDER US PC 130063 SEP)FOR RECHARGING COMP W/BOOT(CT40-PB-00,CT40-PB-XP,CT45-PB-1,CT	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-NB-UVB-0	627.28	1014.20	1014.2	Y	Y	1	CN	HONEYWELL, ACCESSORY, 4 BAY ETHERNET UNIV DOCK FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47. FOR RECHARGING UP TO 4 COMPUTERS.KIT INCLUDES DOCK,POWER SUPPLY, BOOTED CUP(MUST ORDER US PC 130063 SEP)	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-UCP-B	34.99	56.58	56.58	N	Y	0.29	CN	HONEYWELL, ACCESSORY, CT40/CT45/CT47 UNIV CUP FOR BOOTED OPTIONS ONLY. KIT INC A CUP TO BE USED FOR CT40 W/ PROTECT BOOT.(CHARGING DOCKS, PS AND CABLES MUST BE ORDERED SEPARATELY)	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
HONEYWELL	HWA	CT40-UCP-N	34.99	56.58	56.58	N	Y	0.28	CN	HONEYWELL, ACCESSORY, CT40/CT45/CT47 UNIV CUP FOR NON-BOOTED OPTIONS ONLY. KIT INC A CUP TO BE USED FOR CT40 WITHOUT PROTECTIVE BOOT( DOCK, POWER SUPPLY AND CABLES MUST BE ORDERED SEPARATELY)	HWA.HARDWARE.ACCESSORIES.CHARGERS.MULTI-SLOT	0	0	0									121
SPACEPOLE, INC.	SPL	M0000-5009-02	0.69	1.11		N	Y	0.01	US	SPACEPOLE, SPARE PART, SELF-ADHESIVE RUBBER FOOT, 10MM BLACK, MOQ - 40, NCNR	SPL.HARDWARE.SPACEPOLE ACCESSORIES..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC330L-SG3EG4NA	1921.50	3266.60		Y	Y	1.26	CN	ZEBRA EVM/EMC, MC3300-S, (MC33X), BRICK STRAIGHT SHOOTER, WLAN, BLUETOOTH, EXTENDED RANGE 2D IMAGER (SE485X), CAMERA, 4.0" DISPLAY, 38 KEY, HIGH CAPACITY	MOT.HARDWARE.MOT MCD MC33..	0	0	0									121
SAMSUNG	SAM	VG-LFR52FWL	1357.54	2353.00		N	Y	25	MX	SAMSUNG, IER SERIES FRAME KIT (5X2)	SAM.HARDWARE.SAMSUNG DVLED ACCESSORIES..	0	0	0									121
CABLES TO GO	CTG	CTG-28836	14.52	25.99		N	Y	1	CN	C2G, 6FT USB-C TO USB-A SUPERSPEED USB 5GBPS CABLE M/M - WHITE	CTG.HARDWARE.CTG CABLES..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3400	464.27	657.70		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3500	303.41	429.81		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3600	336.00	475.98		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3C00	254.54	360.59		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3C03	319.70	452.90		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3C10	280.00	396.65		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-3C20	280.00	396.65		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-MC27XX-5C03	533.19	755.33		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AS-MC27XX-5C03	433.13	613.59		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SELECT, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2000	91.64	129.81		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2003	142.54	201.93		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2010	192.44	272.61		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2020	197.00	279.09		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2100	158.84	225.01		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2200	203.64	288.48		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2300	217.89	308.67		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2400	301.37	426.93		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2500	140.51	199.05		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2000	91.64	129.81		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2003	142.54	201.93		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2010	192.44	272.61		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2020	197.00	279.09		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2100	158.84	225.01		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2200	203.64	288.48		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2300	217.89	308.67		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2400	301.37	426.93		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2500	140.51	199.05		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-2600	173.10	245.21		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3000	146.62	207.70		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3003	211.77	300.00		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3100	213.81	302.89		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3200	258.62	366.36		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3300	272.87	386.55		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3400	356.36	504.83		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3500	195.49	276.94		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC27XX-3600	228.06	323.08		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC27XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-MC22XX-2C00	280.00	396.65		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-MC22XX-2C03	330.90	468.77		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-MC22XX-2C10	308.00	436.32		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-MC22XX-2C20	322.00	456.15		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-2600	173.10	245.21		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, BATTERY REFRESH FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD, MOQ 10	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-3000	146.62	207.70		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-3003	211.77	300.00		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-3100	213.81	302.89		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-MC22XX-3200	258.62	366.36		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, MC22XX, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
